EmployeeID,Gender,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,JobSatisfaction,OverTime,Attrition,Education,MaritalStatus,AgeGroup
1328,Male,26,HR,HR Manager,8256,7,3,No,No,Master,Single,25-34
1329,Female,29,IT,IT Support,6510,7,3,No,No,Master,Single,25-34
1330,Male,49,Sales,Sales Executive,4436,5,3,No,No,Bachelor,Single,45+
1331,Male,32,IT,Senior Developer,8510,5,3,Yes,No,Master,Married,25-34
1332,Male,36,Finance,Accountant,4684,3,4,No,No,Bachelor,Single,35-44
1333,Male,41,Sales,Sales Representative,4574,1,4,No,No,Bachelor,Married,35-44
1334,Male,38,Sales,Sales Executive,4549,3,1,Yes,No,Bachelor,Divorced,35-44
1335,Male,35,Sales,Sales Executive,4483,5,4,No,No,Bachelor,Married,35-44
1336,Male,37,Sales,Sales Representative,6076,2,3,No,No,Bachelor,Single,35-44
1337,Female,53,Marketing,Marketing Manager,7894,6,4,No,No,Master,Married,45+
1338,Male,34,Finance,Finance Manager,7511,6,3,Yes,No,High School,Single,25-34
1339,Female,36,IT,Software Engineer,7123,4,4,No,No,Master,Divorced,35-44
1340,Female,42,Sales,Sales Executive,5346,5,4,No,No,Bachelor,Married,35-44
1341,Male,43,IT,Data Analyst,7074,2,2,Yes,Yes,Bachelor,Married,35-44
1342,Female,43,IT,Senior Developer,7765,10,3,No,No,Bachelor,Married,35-44
1343,Male,39,Sales,Sales Executive,5197,10,4,No,No,Bachelor,Married,35-44
1344,Female,25,IT,Senior Developer,8266,2,4,No,No,Bachelor,Married,25-34
1345,Male,47,IT,Software Engineer,8618,2,1,No,Yes,Bachelor,Single,45+
1346,Male,25,HR,HR Specialist,5702,3,3,No,No,Bachelor,Married,25-34
1347,Male,36,HR,HR Manager,6909,8,3,No,No,High School,Divorced,35-44
1348,Female,28,Sales,Sales Representative,4833,7,1,Yes,No,Bachelor,Married,25-34
1349,Male,33,IT,Data Analyst,7044,11,3,Yes,No,Master,Divorced,25-34
1350,Female,37,HR,HR Manager,7754,12,2,No,No,Bachelor,Single,35-44
1351,Male,37,IT,Senior Developer,9015,1,4,No,No,Master,Married,35-44
1352,Female,37,Marketing,Marketing Manager,7150,8,3,No,Yes,Master,Married,35-44
1353,Male,47,HR,Recruiter,4782,12,4,Yes,No,Master,Married,45+
1354,Female,38,Sales,Sales Manager,7769,4,1,Yes,No,Master,Married,35-44
1355,Male,32,Sales,Sales Executive,4382,6,3,No,No,Bachelor,Single,25-34
1356,Male,42,HR,Recruiter,4938,5,2,No,No,Master,Single,35-44
1357,Male,44,Sales,Sales Manager,6479,5,2,No,No,Master,Married,35-44
1358,Male,24,HR,HR Manager,7475,10,1,No,No,Bachelor,Single,Under 25
1359,Female,39,Marketing,Marketing Manager,9041,16,2,No,No,Bachelor,Married,35-44
1360,Male,40,HR,HR Specialist,4306,13,3,Yes,No,High School,Single,35-44
1361,Female,32,IT,Data Analyst,7016,4,2,No,Yes,Master,Single,25-34
1362,Male,45,HR,HR Manager,8118,7,3,No,Yes,Master,Married,45+
1363,Male,33,IT,Software Engineer,7348,3,3,No,No,High School,Married,25-34
1364,Male,35,IT,Software Engineer,7694,3,4,No,No,Bachelor,Married,35-44
1365,Male,33,Marketing,Marketing Manager,7009,5,4,Yes,No,Bachelor,Married,25-34
1366,Female,34,IT,Data Analyst,7278,3,3,Yes,No,High School,Single,25-34
1367,Male,25,Marketing,Marketing Analyst,5578,4,3,No,No,PhD,Married,25-34
1368,Male,22,Marketing,Marketing Analyst,6341,7,2,No,No,Bachelor,Married,Under 25
1369,Female,47,Sales,Sales Manager,7872,8,4,Yes,No,High School,Single,45+
1370,Female,27,Sales,Sales Executive,6283,8,1,Yes,No,Bachelor,Married,25-34
1371,Male,26,Sales,Sales Manager,7477,8,2,Yes,No,Master,Divorced,25-34
1372,Male,21,Sales,Sales Representative,4212,2,2,No,No,High School,Married,Under 25
1373,Female,29,Sales,Sales Executive,4726,3,3,Yes,No,Master,Single,25-34
1374,Male,23,Finance,Finance Manager,7770,6,2,No,No,Bachelor,Single,Under 25
1375,Male,47,Sales,Sales Manager,7320,11,4,No,No,High School,Single,45+
1376,Male,42,IT,Senior Developer,8508,22,2,No,No,Bachelor,Married,35-44
1377,Female,28,Marketing,Marketing Manager,7809,7,3,Yes,No,Bachelor,Married,25-34
1378,Female,52,Sales,Sales Representative,4856,9,2,No,No,Bachelor,Single,45+
1379,Male,42,Finance,Accountant,5046,2,1,Yes,Yes,Master,Divorced,35-44
1380,Male,31,IT,Software Engineer,8141,9,4,No,No,Master,Married,25-34
1381,Male,21,Sales,Sales Executive,5456,18,2,No,No,PhD,Married,Under 25
1382,Female,52,Finance,Finance Manager,7923,3,4,No,No,Bachelor,Married,45+
1383,Male,23,HR,HR Manager,5821,4,3,No,No,PhD,Single,Under 25
1384,Male,21,Marketing,Marketing Analyst,5305,10,1,No,No,Bachelor,Married,Under 25
1385,Female,42,Finance,Financial Analyst,6843,6,4,No,No,Bachelor,Married,35-44
1386,Male,54,Finance,Financial Analyst,5985,1,2,No,No,High School,Married,45+
1387,Female,45,IT,Senior Developer,8050,4,4,No,No,High School,Married,45+
1388,Male,39,Sales,Sales Executive,4272,14,2,No,No,Master,Single,35-44
1389,Male,39,Finance,Finance Manager,8546,5,4,No,No,Bachelor,Divorced,35-44
1390,Male,41,Finance,Accountant,6055,5,1,No,No,Bachelor,Single,35-44
1391,Female,40,Marketing,Marketing Specialist,5245,10,3,No,No,Master,Married,35-44
1392,Female,36,IT,IT Support,6062,7,4,No,No,Bachelor,Divorced,35-44
1393,Female,35,IT,IT Support,6045,4,4,No,Yes,Bachelor,Single,35-44
1394,Male,33,Finance,Finance Manager,7400,3,4,Yes,Yes,Bachelor,Married,25-34
1395,Female,28,IT,Software Engineer,8450,25,4,No,No,Master,Single,25-34
1396,Male,32,Marketing,Marketing Specialist,5190,12,4,Yes,No,Master,Married,25-34
1397,Male,21,Marketing,Marketing Specialist,6191,8,2,No,No,Bachelor,Married,Under 25
1398,Female,33,IT,Data Analyst,7989,8,2,No,No,Bachelor,Married,25-34
1399,Male,26,Finance,Finance Manager,8649,5,2,Yes,No,Bachelor,Divorced,25-34
1400,Male,25,Finance,Financial Analyst,5719,7,3,No,No,Master,Married,25-34
1401,Male,35,Sales,Sales Representative,4262,5,3,No,No,Bachelor,Married,35-44
1402,Male,45,Marketing,Marketing Manager,7684,3,3,Yes,Yes,Bachelor,Married,45+
1403,Male,41,IT,Data Analyst,6413,7,2,No,No,High School,Divorced,35-44
1404,Female,21,Finance,Accountant,5911,4,3,Yes,No,Bachelor,Single,Under 25
1405,Male,26,IT,Data Analyst,6234,8,2,Yes,Yes,Bachelor,Divorced,25-34
1406,Female,42,Marketing,Marketing Specialist,6172,8,3,No,No,Master,Single,35-44
1407,Female,26,IT,Senior Developer,8398,8,3,No,No,Bachelor,Married,25-34
1408,Male,32,Sales,Sales Representative,4131,3,4,Yes,No,Bachelor,Single,25-34
1409,Male,38,Marketing,Marketing Specialist,5584,4,4,No,No,Master,Single,35-44
1410,Male,26,Sales,Sales Representative,3832,4,3,Yes,No,Master,Married,25-34
1411,Female,35,IT,Data Analyst,7381,11,2,No,No,Bachelor,Married,35-44
1412,Male,23,Marketing,Marketing Manager,7391,10,3,No,No,Bachelor,Married,Under 25
1413,Female,29,Marketing,Marketing Specialist,5966,3,1,No,No,Bachelor,Single,25-34
1414,Male,37,HR,Recruiter,4325,2,3,No,No,Master,Married,35-44
1415,Female,21,HR,HR Specialist,5082,23,3,No,No,High School,Divorced,Under 25
1416,Male,38,IT,Senior Developer,9960,8,1,No,No,Master,Married,35-44
1417,Male,34,IT,IT Support,5650,2,2,Yes,No,Master,Single,25-34
1418,Female,38,IT,Data Analyst,6559,4,4,No,No,Bachelor,Married,35-44
1419,Female,36,Finance,Financial Analyst,6334,11,4,No,No,High School,Single,35-44
1420,Male,45,Finance,Financial Analyst,6117,19,3,Yes,No,Bachelor,Married,45+
1421,Female,35,Finance,Financial Analyst,6228,17,1,Yes,Yes,Bachelor,Married,35-44
1422,Male,31,Finance,Accountant,6018,7,2,No,No,Bachelor,Married,25-34
1423,Female,35,Sales,Sales Executive,5013,6,3,No,No,Master,Single,35-44
1424,Female,38,IT,Data Analyst,7721,2,4,Yes,No,PhD,Married,35-44
1425,Male,34,Sales,Sales Manager,7366,6,2,Yes,No,Bachelor,Married,25-34
1426,Male,34,IT,Senior Developer,8543,3,4,No,No,Master,Married,25-34
1427,Male,28,IT,IT Support,6737,4,2,No,No,High School,Married,25-34
1428,Female,29,Marketing,Marketing Manager,8935,10,4,No,No,Bachelor,Married,25-34
1429,Female,23,IT,Data Analyst,6914,5,3,No,No,High School,Married,Under 25
1430,Male,48,Sales,Sales Representative,3367,4,4,No,No,Master,Married,45+
1431,Male,24,Sales,Sales Executive,5320,5,3,No,No,Master,Divorced,Under 25
1432,Female,28,Finance,Finance Manager,7922,25,3,No,No,Master,Married,25-34
1433,Female,28,HR,HR Specialist,3588,2,2,No,No,High School,Married,25-34
1434,Male,41,Sales,Sales Representative,4551,7,2,Yes,Yes,Bachelor,Single,35-44
1435,Male,32,Sales,Sales Executive,4252,16,4,No,Yes,Bachelor,Married,25-34
1436,Male,44,Finance,Accountant,5641,5,4,No,Yes,Bachelor,Married,35-44
1437,Male,29,Sales,Sales Executive,4816,12,4,No,No,Master,Single,25-34
1438,Female,36,Finance,Financial Analyst,6124,2,3,No,No,Master,Single,35-44
1439,Male,27,Finance,Accountant,6161,5,4,Yes,No,Master,Married,25-34
1440,Female,51,Sales,Sales Representative,3717,3,1,No,Yes,Bachelor,Married,45+
1441,Male,24,Sales,Sales Representative,4334,5,3,No,No,Bachelor,Married,Under 25
1442,Female,36,Marketing,Marketing Specialist,5231,5,3,No,No,High School,Single,35-44
1443,Female,39,IT,Data Analyst,7480,6,3,No,No,Bachelor,Married,35-44
1444,Female,37,IT,Software Engineer,7800,10,3,No,No,Bachelor,Single,35-44
1445,Male,33,Finance,Finance Manager,7392,1,2,No,No,Master,Married,25-34
1446,Male,33,Marketing,Marketing Specialist,6106,3,3,No,No,Master,Single,25-34
1447,Male,34,Marketing,Marketing Analyst,5352,7,4,Yes,No,High School,Single,25-34
1448,Female,33,Finance,Accountant,6225,1,3,No,No,Bachelor,Single,25-34
1449,Female,42,IT,Senior Developer,8939,9,2,No,No,Bachelor,Married,35-44
1450,Female,52,Sales,Sales Executive,5795,3,2,No,No,Bachelor,Single,45+
1451,Female,30,Finance,Accountant,5555,5,2,No,No,Master,Married,25-34
1452,Female,23,HR,HR Manager,6973,10,2,No,No,High School,Married,Under 25
1453,Male,33,IT,IT Support,6287,13,3,No,No,Bachelor,Married,25-34
1454,Female,55,Marketing,Marketing Manager,7503,9,3,No,No,Bachelor,Married,45+
1455,Male,28,Sales,Sales Manager,7620,2,3,No,No,Master,Married,25-34
1456,Male,47,IT,Senior Developer,7649,8,3,No,No,Bachelor,Single,45+
1457,Male,47,Sales,Sales Executive,3915,9,4,Yes,No,Bachelor,Married,45+
1458,Male,30,IT,Software Engineer,6706,8,2,Yes,Yes,Bachelor,Single,25-34
1459,Male,39,Sales,Sales Representative,4618,14,3,No,No,Master,Single,35-44
1460,Female,47,Sales,Sales Executive,5712,6,4,Yes,No,PhD,Married,45+
1461,Male,31,Sales,Sales Manager,7032,14,2,Yes,No,Bachelor,Married,25-34
1462,Female,32,HR,HR Manager,7090,14,2,No,No,Master,Married,25-34
1463,Male,29,Finance,Financial Analyst,6046,9,4,No,No,Master,Married,25-34
1464,Male,26,HR,HR Specialist,5755,7,3,No,No,Master,Divorced,25-34
1465,Male,29,Marketing,Marketing Manager,7097,8,3,No,No,Master,Single,25-34
1466,Male,24,IT,IT Support,6455,16,1,No,No,Master,Single,Under 25
1467,Female,34,IT,Senior Developer,9334,11,3,No,No,Bachelor,Single,25-34
1468,Male,28,Marketing,Marketing Manager,8026,2,3,Yes,No,Master,Single,25-34
1469,Female,36,Sales,Sales Representative,4123,7,1,No,No,Bachelor,Married,35-44
1470,Male,22,Marketing,Marketing Analyst,6351,3,3,No,No,Master,Married,Under 25
1471,Female,37,Sales,Sales Manager,5343,3,2,No,No,Bachelor,Single,35-44
1472,Female,41,Marketing,Marketing Manager,8141,4,3,No,No,Master,Divorced,35-44
1473,Female,21,Sales,Sales Executive,4175,2,1,No,No,Master,Married,Under 25
1474,Male,37,Marketing,Marketing Analyst,4510,3,2,Yes,No,Bachelor,Single,35-44
1475,Male,44,IT,Data Analyst,7332,14,2,No,No,Master,Single,35-44
1476,Male,24,Marketing,Marketing Analyst,6593,3,1,No,No,Bachelor,Single,Under 25
1477,Female,47,Sales,Sales Executive,4511,10,4,No,No,Master,Single,45+
1478,Male,37,HR,Recruiter,5819,6,1,Yes,No,Bachelor,Single,35-44
1479,Male,28,Marketing,Marketing Analyst,6748,8,3,No,No,Bachelor,Married,25-34
1480,Female,34,IT,Software Engineer,8255,8,2,No,No,Master,Single,25-34
1481,Male,38,HR,Recruiter,6266,3,3,Yes,No,Bachelor,Single,35-44
1482,Female,35,Finance,Finance Manager,8482,10,4,No,No,Master,Divorced,35-44
1483,Male,38,IT,Data Analyst,7049,2,2,No,No,Bachelor,Married,35-44
1484,Male,27,HR,HR Manager,6159,3,4,No,No,Bachelor,Divorced,25-34
1485,Female,35,HR,HR Manager,7040,8,2,No,No,Bachelor,Single,35-44
1486,Male,23,Marketing,Marketing Specialist,4852,2,4,No,No,Bachelor,Married,Under 25
1487,Female,33,Sales,Sales Manager,8511,1,3,No,No,Bachelor,Married,25-34
1488,Male,27,IT,Senior Developer,8586,7,4,No,No,High School,Single,25-34
1489,Male,28,Marketing,Marketing Manager,7780,1,3,Yes,No,Bachelor,Single,25-34
1490,Female,44,Marketing,Marketing Analyst,6058,9,3,No,No,High School,Married,35-44
1491,Female,43,IT,Software Engineer,7428,4,2,Yes,No,PhD,Married,35-44
1492,Female,39,HR,Recruiter,6302,7,2,Yes,No,PhD,Married,35-44
1493,Male,25,Sales,Sales Representative,3595,7,4,No,No,Bachelor,Married,25-34
1494,Female,31,Sales,Sales Manager,7226,9,3,No,No,Master,Married,25-34
1495,Male,44,IT,Senior Developer,8217,9,3,No,No,Bachelor,Single,35-44
1496,Male,35,IT,IT Support,5442,2,4,No,No,Master,Single,35-44
1497,Female,53,HR,HR Manager,6802,5,3,No,No,Master,Single,45+
1498,Male,37,Sales,Sales Representative,3976,7,4,Yes,Yes,PhD,Single,35-44
1499,Female,36,Marketing,Marketing Manager,7421,14,4,No,No,Bachelor,Divorced,35-44
1500,Male,32,Marketing,Marketing Analyst,5250,9,3,No,No,Master,Married,25-34
